,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,score_home,score_away,stadium_neutral,home_favorite,away_favorite,hm_avg_pts_diff,aw_avg_pts_diff,elo1_pre,elo2_pre,qbelo_prob1,over,result
3672,1995-10-08,1995,6,PHI,WAS,PHI,-3.0,41.0,64.0,12.0,37,34,0,1.0,0.0,-7.0,-0.6,1462.896,1426.119,0.622745119919,1.0,1
3673,1995-10-08,1995,6,TB,CIN,TB,-3.5,39.0,78.0,10.0,19,16,0,1.0,0.0,-1.0,-1.2,1454.639,1361.685,0.657961042858,0.0,1
3674,1995-10-09,1995,6,KC,LAC,KC,-3.5,38.0,60.0,6.0,29,23,0,1.0,0.0,7.2,-0.8,1590.869,1560.031,0.643798217669,1.0,1
3675,1995-10-12,1995,7,LAR,ATL,LAR,-3.0,43.0,73.0,9.0,21,19,0,1.0,0.0,6.2,-0.4,1465.676,1513.341,0.527953540081,0.0,1
3676,1995-10-15,1995,7,ARI,WAS,ARI,-2.5,40.0,84.0,6.0,24,20,0,1.0,0.0,-11.666666666666666,-1.0,1418.803,1416.643,0.5711573398,1.0,1
3677,1995-10-15,1995,7,BUF,SEA,BUF,-7.5,38.0,50.0,23.0,27,21,0,1.0,0.0,7.0,-5.6,1533.7,1424.275,0.713924614584,1.0,1
3678,1995-10-15,1995,7,CAR,NYJ,NYJ,-1.5,37.0,60.0,10.0,26,15,0,0.0,1.0,-11.4,-15.0,1244.242,1363.176,0.390062981683,1.0,1
3679,1995-10-15,1995,7,GB,DET,GB,-3.5,40.0,44.0,14.0,30,21,0,1.0,0.0,1.6,1.0,1561.567,1528.826,0.569498906637,1.0,1
3680,1995-10-15,1995,7,IND,SF,SF,-10.0,46.5,72.0,0.0,18,17,0,0.0,1.0,0.0,13.8,1482.23,1692.926,0.301987861476,0.0,1
3681,1995-10-15,1995,7,JAX,CHI,CHI,-7.5,37.0,72.0,15.0,27,30,0,0.0,1.0,-6.0,6.2,1292.942,1529.157,0.214047064407,1.0,0
3682,1995-10-15,1995,7,KC,NE,KC,-7.0,38.0,56.0,7.0,31,26,0,1.0,0.0,7.0,-17.2,1604.499,1438.781,0.766809540342,1.0,1
3683,1995-10-15,1995,7,NO,MIA,MIA,-6.5,44.0,72.0,0.0,33,30,0,0.0,1.0,-6.0,13.6,1410.598,1606.232,0.446565045847,1.0,1
3684,1995-10-15,1995,7,NYG,PHI,NYG,-3.0,39.0,61.0,20.0,14,17,0,1.0,0.0,-6.333333333333333,-5.333333333333333,1506.278,1472.372,0.593802321521,0.0,0
3685,1995-10-15,1995,7,LAC,DAL,DAL,-7.0,43.0,67.0,9.0,9,23,0,0.0,1.0,-1.6666666666666667,11.833333333333334,1546.401,1684.302,0.271268667301,0.0,0
3686,1995-10-15,1995,7,TB,MIN,MIN,-2.0,36.5,75.0,12.0,20,17,0,0.0,1.0,-0.3333333333333333,2.6,1462.067,1555.987,0.450082598765,1.0,1
3688,1995-10-19,1995,8,PIT,CIN,PIT,-8.0,40.0,62.0,7.0,9,27,0,1.0,0.0,-0.3333333333333333,-1.5,1546.487,1354.257,0.809187493605,0.0,0
3689,1995-10-22,1995,8,CAR,NO,NO,-3.5,40.5,58.0,7.0,20,3,0,0.0,1.0,-7.666666666666667,-4.5,1273.638,1430.63,0.404427879672,0.0,1
3690,1995-10-22,1995,8,CHI,TEN,CHI,-7.0,40.0,44.0,11.0,35,32,0,1.0,0.0,5.666666666666667,-2.3333333333333335,1536.148,1410.02,0.75245648951,1.0,1
3691,1995-10-22,1995,8,CLE,JAX,CLE,-13.5,37.0,49.0,18.0,15,23,0,1.0,0.0,2.8333333333333335,-5.571428571428571,1548.507,1285.951,0.889151967227,1.0,0
3692,1995-10-22,1995,8,DEN,KC,DEN,-3.0,40.0,44.0,15.0,7,21,0,1.0,0.0,6.428571428571429,6.714285714285714,1554.532,1611.293,0.558208760142,0.0,0
3693,1995-10-22,1995,8,GB,MIN,GB,-4.0,40.0,39.0,12.0,38,21,0,1.0,0.0,2.8333333333333335,1.6666666666666667,1577.569,1540.773,0.60225796521,1.0,1
3694,1995-10-22,1995,8,NYJ,MIA,MIA,-9.0,42.0,55.0,16.0,17,16,0,0.0,1.0,-14.428571428571429,10.833333333333334,1333.78,1586.2,0.362215926593,0.0,1
3696,1995-10-22,1995,8,SEA,LAC,LAC,-3.0,39.0,72.0,0.0,25,35,0,0.0,1.0,-5.666666666666667,-3.4285714285714284,1414.606,1525.61,0.428966671013,1.0,0
3697,1995-10-22,1995,8,LAR,SF,SF,-3.5,40.0,54.0,13.0,10,44,0,0.0,1.0,5.5,11.333333333333334,1476.033,1682.56,0.617663590717,1.0,0
3698,1995-10-22,1995,8,TB,ATL,TB,-3.0,40.0,66.0,9.0,21,24,0,1.0,0.0,0.14285714285714285,-0.6666666666666666,1477.281,1502.985,0.53918818872,1.0,0
3699,1995-10-22,1995,8,WAS,DET,DET,-1.0,43.0,52.0,8.0,36,30,0,0.0,1.0,-1.4285714285714286,-0.6666666666666666,1404.007,1512.823,0.421339961774,1.0,1
3700,1995-10-23,1995,8,NE,BUF,PICK,0.0,40.0,58.0,12.0,27,14,0,0.0,0.0,-15.166666666666666,6.833333333333333,1431.988,1543.369,0.425348438134,1.0,1
3701,1995-10-29,1995,9,ARI,SEA,ARI,-4.0,40.0,72.0,5.0,20,14,0,1.0,0.0,-9.428571428571429,-6.285714285714286,1431.438,1394.21,0.544918636443,0.0,1
3702,1995-10-29,1995,9,ATL,DAL,DAL,-10.0,46.0,72.0,0.0,13,28,0,0.0,1.0,-0.14285714285714285,12.142857142857142,1518.689,1705.093,0.304507544069,0.0,0
3703,1995-10-29,1995,9,CIN,CLE,CLE,-2.0,40.0,48.0,14.0,26,29,0,0.0,1.0,1.2857142857142858,1.2857142857142858,1408.585,1503.677,0.548961692291,1.0,0
3704,1995-10-29,1995,9,DET,GB,DET,-2.5,45.0,72.0,0.0,24,16,0,1.0,0.0,-1.4285714285714286,4.857142857142857,1490.478,1597.325,0.467548081445,0.0,1
3705,1995-10-29,1995,9,TEN,TB,TB,-1.0,37.0,72.0,0.0,19,7,0,0.0,1.0,-2.4285714285714284,-0.25,1403.65,1461.576,0.504492618913,0.0,1
3706,1995-10-29,1995,9,IND,NYJ,IND,-10.5,40.0,72.0,0.0,17,10,0,1.0,0.0,-1.7142857142857142,-12.5,1477.501,1345.089,0.771299913939,0.0,1
3707,1995-10-29,1995,9,MIA,BUF,MIA,-6.0,43.0,80.0,9.0,23,6,0,1.0,0.0,9.142857142857142,4.0,1574.891,1512.832,0.708533581816,0.0,1
3708,1995-10-29,1995,9,NE,CAR,NE,-8.0,38.5,54.0,18.0,17,20,0,1.0,0.0,-11.142857142857142,-4.142857142857143,1462.524,1311.609,0.795479806608,0.0,0
3709,1995-10-29,1995,9,PHI,LAR,PHI,-3.5,40.0,53.0,18.0,20,9,0,1.0,0.0,-4.142857142857143,-0.14285714285714285,1490.911,1455.53,0.674656642864,0.0,1
3710,1995-10-29,1995,9,PIT,JAX,PIT,-10.0,38.0,46.0,17.0,24,7,0,1.0,0.0,-2.857142857142857,-3.875,1492.159,1330.78,0.80372048601,0.0,1
3711,1995-10-29,1995,9,SF,NO,SF,-14.0,44.5,56.0,9.0,7,11,0,1.0,0.0,14.571428571428571,-6.285714285714286,1703.063,1392.66,0.800795616942,0.0,0
3712,1995-10-29,1995,9,WAS,NYG,WAS,-3.0,41.5,52.0,12.0,15,24,0,1.0,0.0,-0.5,-5.857142857142857,1426.352,1487.739,0.513442606846,0.0,0
3713,1995-10-30,1995,9,MIN,CHI,MIN,-3.5,44.5,72.0,0.0,6,14,0,1.0,0.0,-1.0,5.285714285714286,1521.018,1542.518,0.472184957619,0.0,0
3714,1995-11-05,1995,10,ATL,DET,ATL,-1.0,46.0,72.0,0.0,34,22,0,1.0,0.0,-2.0,-0.25,1501.239,1515.561,0.553750872565,1.0,1
3715,1995-11-05,1995,10,CHI,PIT,CHI,-2.5,42.0,28.0,12.0,34,37,0,1.0,0.0,5.625,-0.375,1567.725,1503.357,0.671592207078,1.0,0
3717,1995-11-05,1995,10,CLE,TEN,CLE,-7.0,39.0,30.0,12.0,10,37,0,1.0,0.0,1.5,-0.625,1516.172,1428.697,0.661511294341,1.0,0
3718,1995-11-05,1995,10,DEN,ARI,DEN,-8.0,40.5,44.0,16.0,38,6,0,1.0,0.0,3.875,-7.5,1526.706,1444.715,0.753224269983,1.0,1
3719,1995-11-05,1995,10,IND,BUF,IND,-4.0,37.5,72.0,0.0,10,16,0,1.0,0.0,-0.625,1.375,1486.774,1495.077,0.600232326528,0.0,0
3720,1995-11-05,1995,10,KC,WAS,KC,-8.5,43.0,41.0,15.0,24,3,0,1.0,0.0,7.625,-1.4444444444444444,1639.12,1403.049,0.861180744433,0.0,1
3721,1995-11-05,1995,10,MIN,GB,GB,-1.0,43.5,72.0,0.0,27,24,0,0.0,1.0,-1.875,3.25,1495.81,1572.242,0.484495151095,1.0,1
3722,1995-11-05,1995,10,NO,LAR,NO,-1.5,41.5,72.0,0.0,19,10,0,1.0,0.0,-5.0,-1.5,1427.462,1438.446,0.539165888529,0.0,1
3723,1995-11-05,1995,10,NYJ,NE,NE,-2.5,38.0,41.0,15.0,7,20,0,0.0,1.0,-11.88888888888889,-10.125,1335.815,1438.665,0.408068541609,0.0,0
3724,1995-11-05,1995,10,LAC,MIA,LAC,-1.5,43.0,61.0,7.0,14,24,0,1.0,0.0,-1.75,10.125,1546.006,1592.646,0.516333386794,0.0,0
3725,1995-11-05,1995,10,SF,CAR,SF,-14.0,40.0,55.0,12.0,7,13,0,1.0,0.0,12.25,-3.25,1668.261,1335.467,0.811688192199,0.0,0
3726,1995-11-05,1995,10,SEA,NYG,PICK,0.0,37.5,72.0,0.0,30,28,0,0.0,0.0,-6.25,-4.0,1380.934,1511.042,0.454058895015,1.0,1
3727,1995-11-06,1995,10,DAL,PHI,DAL,-14.5,43.5,54.0,14.0,34,12,0,1.0,0.0,12.5,-2.25,1722.544,1507.995,0.833244976289,1.0,1
3728,1995-11-12,1995,11,ARI,MIN,MIN,-2.0,40.0,66.0,4.0,24,30,0,0.0,1.0,-10.222222222222221,-1.3333333333333333,1425.034,1510.204,0.471428446431,1.0,0
3729,1995-11-12,1995,11,BUF,ATL,BUF,-3.5,39.0,32.0,26.0,23,17,0,1.0,0.0,1.8888888888888888,-0.4444444444444444,1518.282,1522.679,0.571106938794,1.0,1
3730,1995-11-12,1995,11,DAL,SF,DAL,-13.5,42.0,48.0,14.0,20,38,0,1.0,0.0,13.555555555555555,10.222222222222221,1731.819,1625.122,0.834699167691,1.0,0
3731,1995-11-12,1995,11,DET,TB,DET,-5.5,41.0,72.0,0.0,27,24,0,1.0,0.0,-1.5555555555555556,-1.5555555555555556,1494.12,1436.53,0.6499650499,1.0,1
3732,1995-11-12,1995,11,GB,CHI,GB,-3.0,40.5,21.0,8.0,35,28,0,1.0,0.0,2.5555555555555554,4.666666666666667,1557.848,1547.752,0.49982065482,1.0,1
3733,1995-11-12,1995,11,TEN,CIN,TEN,-3.5,41.0,72.0,0.0,25,32,0,1.0,0.0,2.4444444444444446,0.3333333333333333,1479.276,1387.498,0.687717310266,1.0,0
3734,1995-11-12,1995,11,JAX,SEA,SEA,-2.0,38.0,51.0,16.0,30,47,0,0.0,1.0,-5.333333333333333,-5.333333333333333,1319.582,1394.352,0.517079261642,1.0,0
3735,1995-11-12,1995,11,MIA,NE,MIA,-8.5,42.0,75.0,7.0,17,34,0,1.0,0.0,10.11111111111111,-7.555555555555555,1618.103,1461.794,0.789558862812,1.0,0
3736,1995-11-12,1995,11,NO,IND,NO,-1.5,40.0,72.0,0.0,17,14,0,1.0,0.0,-3.4444444444444446,-1.2222222222222223,1446.47,1463.569,0.565789472764,0.0,1
3738,1995-11-12,1995,11,PHI,DEN,DEN,-1.0,39.0,43.0,24.0,31,13,0,0.0,1.0,-4.444444444444445,7.0,1498.72,1546.387,0.457343415565,1.0,1
3739,1995-11-12,1995,11,LAC,KC,LAC,-1.0,38.0,63.0,6.0,7,22,0,1.0,0.0,-2.6666666666666665,9.11111111111111,1520.548,1647.287,0.43047674131,0.0,0
3740,1995-11-12,1995,11,LAR,CAR,LAR,-6.5,37.5,72.0,0.0,28,17,0,1.0,0.0,-2.3333333333333335,-2.2222222222222223,1419.439,1378.607,0.615182736754,1.0,1
3741,1995-11-13,1995,11,PIT,CLE,PIT,-6.0,39.0,30.0,10.0,20,3,0,1.0,0.0,0.0,-1.6666666666666667,1523.33,1465.592,0.721461563598,0.0,1
3742,1995-11-19,1995,12,ATL,LAR,ATL,-3.5,44.0,72.0,0.0,31,6,0,1.0,0.0,-1.0,-1.0,1507.012,1436.141,0.712581400449,0.0,1
3743,1995-11-19,1995,12,CAR,ARI,PICK,0.0,38.5,55.0,6.0,27,7,0,0.0,0.0,-3.1,-9.8,1361.905,1406.87,0.50596406878,0.0,1
3744,1995-11-19,1995,12,CHI,DET,CHI,-3.0,43.5,37.0,12.0,17,24,0,1.0,0.0,3.5,-1.1,1531.924,1502.801,0.630791769383,0.0,0
3745,1995-11-19,1995,12,CIN,PIT,PIT,-2.5,42.5,40.0,6.0,31,49,0,0.0,1.0,1.0,1.7,1419.357,1541.418,0.403771415753,1.0,0
3746,1995-11-19,1995,12,CLE,GB,GB,-2.5,41.0,38.0,8.0,20,31,0,0.0,1.0,-3.2,3.0,1447.504,1573.676,0.387207839441,1.0,0
3747,1995-11-19,1995,12,DEN,LAC,DEN,-3.5,40.0,48.0,10.0,30,27,0,1.0,0.0,4.5,-3.9,1518.629,1498.322,0.630623341722,1.0,1
3748,1995-11-19,1995,12,KC,TEN,KC,-9.5,39.0,53.0,15.0,20,13,0,1.0,0.0,9.7,1.5,1669.514,1447.417,0.821997687859,0.0,1
3749,1995-11-19,1995,12,MIN,NO,MIN,-5.5,40.5,72.0,0.0,43,24,0,1.0,0.0,-0.6,-2.8,1528.368,1458.178,0.713825127069,1.0,1
3750,1995-11-19,1995,12,NE,IND,NE,-3.5,37.5,43.0,14.0,10,24,0,1.0,0.0,-5.1,-1.4,1512.018,1451.861,0.668937861638,0.0,0
3751,1995-11-19,1995,12,NYJ,BUF,BUF,-6.5,37.0,46.0,6.0,26,28,0,0.0,1.0,-12.0,2.3,1312.687,1533.949,0.317767007081,1.0,0
3753,1995-11-19,1995,12,PHI,NYG,PHI,-4.0,37.0,44.0,9.0,28,19,0,1.0,0.0,-2.2,-3.8,1526.478,1483.22,0.66713663926,1.0,1
3754,1995-11-19,1995,12,TB,JAX,TB,-7.0,37.0,66.0,6.0,17,16,0,1.0,0.0,-1.7,-6.5,1427.849,1291.615,0.74326835865,0.0,1
3755,1995-11-19,1995,12,WAS,SEA,WAS,-3.5,43.0,44.0,12.0,20,27,0,1.0,0.0,-3.4,-3.1,1394.882,1422.319,0.56046963305,1.0,0
3756,1995-11-20,1995,12,MIA,SF,MIA,-2.0,44.0,72.0,8.0,20,44,0,1.0,0.0,7.4,11.0,1567.879,1671.671,0.623164310226,1.0,0
3757,1995-11-23,1995,13,DAL,KC,DAL,-10.5,43.0,59.0,19.0,24,12,0,1.0,0.0,10.636363636363637,9.454545454545455,1710.681,1675.427,0.638101937242,0.0,1
3758,1995-11-23,1995,13,DET,MIN,DET,-3.0,46.0,72.0,0.0,44,38,0,1.0,0.0,-0.36363636363636365,1.1818181818181819,1530.27,1546.132,0.56519403508,1.0,1
3759,1995-11-26,1995,13,ARI,ATL,ATL,-3.5,42.0,67.0,6.0,40,37,0,0.0,1.0,-10.727272727272727,1.3636363636363635,1378.437,1526.274,0.33862201942,1.0,1
3760,1995-11-26,1995,13,BUF,NE,BUF,-6.0,38.5,36.0,8.0,25,35,0,1.0,0.0,2.272727272727273,-5.909090909090909,1539.881,1473.386,0.669093038417,1.0,0
3761,1995-11-26,1995,13,CLE,PIT,PIT,-6.0,39.5,38.0,12.0,17,20,0,0.0,1.0,-3.909090909090909,3.1818181818181817,1427.54,1565.447,0.395974258662,0.0,0
3762,1995-11-26,1995,13,GB,TB,GB,-9.0,38.5,31.0,8.0,35,13,0,1.0,0.0,3.727272727272727,-1.4545454545454546,1593.64,1430.884,0.772157205195,1.0,1
3763,1995-11-26,1995,13,TEN,DEN,DEN,-3.0,42.0,72.0,0.0,42,33,0,0.0,1.0,0.7272727272727273,4.363636363636363,1441.504,1528.762,0.422565385721,1.0,1
3764,1995-11-26,1995,13,IND,MIA,MIA,-2.5,43.0,72.0,0.0,36,28,0,0.0,1.0,0.0,4.545454545454546,1490.493,1539.765,0.528712892548,1.0,1
3765,1995-11-26,1995,13,JAX,CIN,CIN,-2.5,43.0,54.0,9.0,13,17,0,0.0,1.0,-6.0,-0.7272727272727273,1288.58,1395.329,0.338234995084,0.0,0
3766,1995-11-26,1995,13,NO,CAR,NO,-5.0,40.0,72.0,0.0,34,26,0,1.0,0.0,-4.2727272727272725,-1.0,1440.415,1390.337,0.634846308035,1.0,1
3767,1995-11-26,1995,13,NYG,CHI,CHI,-2.5,42.0,40.0,10.0,24,27,0,0.0,1.0,-4.2727272727272725,2.5454545454545454,1467.899,1504.455,0.449890581068,1.0,0
3768,1995-11-26,1995,13,SF,LAR,SF,-14.5,44.0,56.0,14.0,41,13,0,1.0,0.0,12.181818181818182,-3.1818181818181817,1699.785,1416.879,0.914198846032,1.0,1
3769,1995-11-26,1995,13,SEA,NYJ,SEA,-7.0,41.5,72.0,0.0,10,16,0,1.0,0.0,-2.1818181818181817,-11.090909090909092,1445.753,1306.755,0.755394044393,0.0,0
3770,1995-11-26,1995,13,WAS,PHI,PHI,-3.0,43.0,38.0,9.0,7,14,0,0.0,1.0,-3.727272727272727,-1.1818181818181819,1371.448,1541.799,0.346423294709,0.0,0
3772,1995-11-30,1995,14,ARI,NYG,ARI,-1.5,41.0,60.0,4.0,6,10,0,1.0,0.0,-9.583333333333334,-4.166666666666667,1396.213,1452.707,0.545046173709,0.0,0
3773,1995-12-03,1995,14,CAR,IND,IND,-4.5,38.5,54.0,6.0,13,10,0,0.0,1.0,-1.5833333333333333,0.6666666666666666,1376.131,1511.322,0.316556867429,0.0,1
3774,1995-12-03,1995,14,DAL,WAS,DAL,-17.0,46.0,63.0,14.0,17,24,0,1.0,0.0,10.75,-4.0,1728.324,1357.443,0.91459313876,0.0,0
3775,1995-12-03,1995,14,DEN,JAX,DEN,-11.0,42.5,41.0,11.0,31,23,0,1.0,0.0,3.25,-5.833333333333333,1504.012,1274.675,0.879440976872,1.0,1
3776,1995-12-03,1995,14,GB,CIN,GB,-10.5,45.5,34.0,7.0,24,10,0,1.0,0.0,5.25,-0.3333333333333333,1605.705,1409.235,0.785418037069,0.0,1
3777,1995-12-03,1995,14,MIA,ATL,MIA,-4.5,48.0,71.0,4.0,21,20,0,1.0,0.0,3.5,1.0,1518.936,1508.498,0.604527541632,0.0,1
3778,1995-12-03,1995,14,MIN,TB,MIN,-8.0,43.5,72.0,0.0,31,17,0,1.0,0.0,0.5833333333333334,-3.1666666666666665,1529.772,1418.819,0.733084114012,1.0,1
3779,1995-12-03,1995,14,NE,NO,NE,-4.5,41.5,32.0,12.0,17,31,0,1.0,0.0,-4.583333333333333,-3.25,1508.106,1454.621,0.715841559743,1.0,0
3780,1995-12-03,1995,14,NYJ,LAR,LAR,-1.5,38.0,41.0,13.0,20,23,0,0.0,1.0,-9.666666666666666,-5.25,1339.524,1409.963,0.534520097379,1.0,0
3782,1995-12-03,1995,14,PIT,TEN,PIT,-8.0,42.0,44.0,12.0,21,7,0,1.0,0.0,3.1666666666666665,1.4166666666666667,1576.09,1466.253,0.757584280696,0.0,1
3783,1995-12-03,1995,14,LAC,CLE,LAC,-6.5,40.0,60.0,7.0,31,13,0,1.0,0.0,-3.0,-3.8333333333333335,1509.647,1416.897,0.665584321144,1.0,1
3784,1995-12-03,1995,14,SF,BUF,SF,-13.5,46.0,52.0,7.0,27,17,0,1.0,0.0,13.5,1.25,1706.7,1505.161,0.848932189795,0.0,1
3785,1995-12-03,1995,14,SEA,PHI,PHI,-3.0,40.5,72.0,0.0,26,14,0,0.0,1.0,-2.5,-0.5,1412.984,1555.803,0.409814967276,0.0,1
3786,1995-12-04,1995,14,DET,CHI,DET,-3.0,48.5,72.0,0.0,27,7,0,1.0,0.0,0.16666666666666666,2.5833333333333335,1546.63,1519.646,0.641463653633,0.0,1
3787,1995-12-09,1995,15,MIN,CLE,MIN,-9.5,44.0,72.0,0.0,27,11,0,1.0,0.0,1.6153846153846154,-4.923076923076923,1543.133,1401.105,0.71410923516,0.0,1
3788,1995-12-09,1995,15,LAC,ARI,LAC,-8.5,39.0,60.0,7.0,28,25,0,1.0,0.0,-1.3846153846153846,-9.153846153846153,1525.439,1379.661,0.777237115397,1.0,1
3789,1995-12-10,1995,15,ATL,NO,ATL,-5.0,47.0,72.0,0.0,19,14,0,1.0,0.0,0.8461538461538461,-1.9230769230769231,1503.229,1492.642,0.643547015401,0.0,1
3790,1995-12-10,1995,15,CAR,SF,SF,-14.5,43.5,33.0,11.0,10,31,0,0.0,1.0,-1.2307692307692308,13.23076923076923,1393.305,1714.287,0.144941532751,0.0,0
3791,1995-12-10,1995,15,CIN,CHI,CHI,-2.5,46.5,8.0,15.0,16,10,0,0.0,1.0,-1.3846153846153846,0.8461538461538461,1400.441,1497.984,0.43048232221,0.0,1
3792,1995-12-10,1995,15,DEN,SEA,DEN,-7.0,43.5,36.0,14.0,27,31,0,1.0,0.0,3.6153846153846154,-1.3846153846153846,1510.028,1445.432,0.68216717659,1.0,0
3793,1995-12-10,1995,15,TEN,DET,DET,-2.5,44.5,72.0,0.0,17,24,0,0.0,1.0,0.23076923076923078,1.6923076923076923,1452.823,1568.293,0.381724127111,0.0,0
3794,1995-12-10,1995,15,JAX,IND,IND,-5.0,37.5,48.0,17.0,31,41,0,0.0,1.0,-6.0,0.38461538461538464,1268.659,1494.148,0.321035107892,1.0,0
3795,1995-12-10,1995,15,NE,NYJ,NE,-7.0,39.0,31.0,21.0,31,28,0,1.0,0.0,-5.3076923076923075,-9.153846153846153,1470.084,1325.911,0.761027192941,1.0,1
3796,1995-12-10,1995,15,NYG,WAS,NYG,-3.0,41.0,26.0,20.0,20,13,0,1.0,0.0,-3.5384615384615383,-3.1538461538461537,1469.259,1405.406,0.627806791011,0.0,1
3798,1995-12-10,1995,15,PHI,DAL,DAL,-9.0,43.0,23.0,18.0,20,17,0,0.0,1.0,-1.3846153846153846,9.384615384615385,1523.355,1680.361,0.379218013587,0.0,1
3799,1995-12-10,1995,15,LAR,BUF,BUF,-2.5,41.0,72.0,0.0,27,45,0,0.0,1.0,-4.615384615384615,0.38461538461538464,1423.576,1497.575,0.41965655367,1.0,0
3800,1995-12-10,1995,15,TB,GB,GB,-7.0,43.0,60.0,12.0,13,10,0,0.0,1.0,-4.0,5.923076923076923,1405.458,1614.498,0.290903085175,0.0,1
3801,1995-12-11,1995,15,MIA,KC,MIA,-3.0,43.0,62.0,15.0,13,6,0,1.0,0.0,3.3076923076923075,7.538461538461538,1524.205,1675.292,0.441180613374,0.0,1
3802,1995-12-16,1995,16,NO,GB,GB,-5.0,46.0,72.0,0.0,23,34,0,0.0,1.0,-2.142857142857143,5.285714285714286,1479.03,1593.844,0.411515723456,1.0,0
3803,1995-12-16,1995,16,PIT,NE,PIT,-9.5,40.0,38.0,10.0,41,27,0,1.0,0.0,5.071428571428571,-4.714285714285714,1621.509,1475.927,0.772319501594,1.0,1
3804,1995-12-17,1995,16,BUF,MIA,BUF,-3.5,40.0,27.0,8.0,23,20,0,1.0,0.0,1.6428571428571428,3.5714285714285716,1526.14,1551.101,0.55064203754,1.0,1
3805,1995-12-17,1995,16,CAR,ATL,ATL,-4.0,41.0,50.0,6.0,21,17,0,0.0,1.0,-2.642857142857143,1.1428571428571428,1382.982,1516.841,0.352041313322,0.0,1
3806,1995-12-17,1995,16,CHI,TB,CHI,-7.5,38.5,29.0,8.0,31,10,0,1.0,0.0,0.35714285714285715,-3.5,1476.388,1426.112,0.665591254407,1.0,1
3807,1995-12-17,1995,16,CLE,CIN,CIN,-2.0,39.0,28.0,8.0,26,10,0,0.0,1.0,-5.714285714285714,-0.8571428571428571,1389.041,1422.037,0.56193905326,0.0,1
3808,1995-12-17,1995,16,DAL,NYG,DAL,-15.0,41.5,52.0,11.0,21,20,0,1.0,0.0,8.5,-2.7857142857142856,1662.148,1481.935,0.799786229545,0.0,1
3809,1995-12-17,1995,16,DET,JAX,DET,-13.0,46.5,72.0,0.0,44,0,0,1.0,0.0,2.0714285714285716,-6.285714285714286,1585.688,1255.957,0.92913826303,0.0,1
3810,1995-12-17,1995,16,TEN,NYJ,TEN,-5.0,40.0,72.0,0.0,23,6,0,1.0,0.0,-0.2857142857142857,-8.714285714285714,1435.427,1320.069,0.685590525377,0.0,1
3811,1995-12-17,1995,16,IND,LAC,IND,-3.0,41.0,72.0,0.0,24,27,0,1.0,0.0,1.0714285714285714,-1.0714285714285714,1506.85,1531.236,0.569221395788,1.0,0
3812,1995-12-17,1995,16,KC,DEN,KC,-6.5,40.5,39.0,14.0,20,17,0,1.0,0.0,6.5,3.0714285714285716,1648.395,1486.827,0.737480759728,0.0,1
3813,1995-12-17,1995,16,PHI,ARI,PHI,-9.0,38.5,36.0,12.0,21,20,0,1.0,0.0,-1.0714285714285714,-8.714285714285714,1541.567,1373.864,0.789322300708,1.0,1
3815,1995-12-17,1995,16,LAR,WAS,LAR,-3.5,43.0,72.0,0.0,23,35,0,1.0,0.0,-5.571428571428571,-3.4285714285714284,1395.011,1392.731,0.559854977216,1.0,0
3816,1995-12-18,1995,16,SF,MIN,SF,-13.5,48.0,50.0,8.0,37,30,0,1.0,0.0,13.785714285714286,2.642857142857143,1724.609,1555.198,0.825233491666,1.0,1
3817,1995-12-23,1995,17,IND,NE,IND,-6.0,42.5,72.0,0.0,10,7,0,1.0,0.0,0.8,-5.333333333333333,1491.083,1464.592,0.621889403802,0.0,1
3818,1995-12-23,1995,17,NYG,LAC,LAC,-4.5,38.5,34.0,15.0,17,27,0,0.0,1.0,-2.6666666666666665,-0.8,1479.49,1547.003,0.441500242679,1.0,0
3819,1995-12-23,1995,17,TB,DET,DET,-7.0,42.0,48.0,11.0,10,37,0,0.0,1.0,-4.666666666666667,4.866666666666666,1406.144,1591.72,0.30539675786,1.0,0
3820,1995-12-24,1995,17,ATL,SF,SF,-10.0,49.0,72.0,0.0,28,27,0,0.0,1.0,0.8,13.333333333333334,1496.976,1732.351,0.23653183706,1.0,1
3821,1995-12-24,1995,17,BUF,TEN,BUF,-4.5,37.0,25.0,8.0,17,28,0,1.0,0.0,1.7333333333333334,0.8666666666666667,1538.193,1449.398,0.701667693894,1.0,0
3822,1995-12-24,1995,17,CHI,PHI,CHI,-3.0,40.5,26.0,14.0,20,14,0,1.0,0.0,1.7333333333333334,-0.9333333333333333,1496.357,1544.17,0.529536731978,0.0,1
3823,1995-12-24,1995,17,CIN,MIN,MIN,-5.0,44.0,23.0,9.0,27,24,0,0.0,1.0,-1.8666666666666667,2.0,1396.676,1547.456,0.368323269231,1.0,1
3824,1995-12-24,1995,17,GB,PIT,GB,-3.5,42.0,22.0,10.0,24,19,0,1.0,0.0,5.666666666666667,5.666666666666667,1614.683,1632.843,0.534877216182,1.0,1
3825,1995-12-24,1995,17,JAX,CLE,CLE,-4.0,39.5,41.0,11.0,24,21,0,0.0,1.0,-8.8,-4.266666666666667,1249.925,1414.402,0.353720090192,1.0,1
3826,1995-12-24,1995,17,KC,SEA,KC,-6.5,40.0,25.0,10.0,26,3,0,1.0,0.0,6.266666666666667,1.3333333333333333,1653.761,1501.733,0.678526284654,0.0,1
